,Date,Calories,Fat (g),Carbohydrates (g),Protein (g)
1643,2022-04-20,1200.0,39.2,161.6,50.0
1644,2022-04-21,300.0,9.8,40.4,12.5
1645,2022-04-21,900.0,29.4,121.2,37.5
1646,2022-04-21,900.0,29.4,121.2,37.5
1647,2022-04-22,600.0,19.6,80.8,25.0
1648,2022-04-22,600.0,19.6,80.8,25.0
1649,2022-04-23,600.0,19.6,80.8,25.0
1650,2022-04-23,900.0,29.4,121.2,37.5
1651,2022-04-24,600.0,19.6,80.8,25.0
1652,2022-04-24,600.0,19.6,80.8,25.0
1653,2022-04-24,600.0,19.6,80.8,25.0
1654,2022-04-24,300.0,9.8,40.4,12.5
1655,2022-04-25,829.4,42.5,81.2,40.3
1656,2022-04-25,600.0,19.6,80.8,25.0
1657,2022-04-25,900.0,29.4,121.2,37.5
1658,2022-04-26,1200.0,39.2,161.6,50.0
1659,2022-04-27,600.0,19.6,80.8,25.0
1660,2022-04-27,600.0,19.6,80.8,25.0
1661,2022-04-28,2100.0,68.6,282.8,87.5
1662,2022-04-28,258.0,14.8,26.4,5.4
1663,2022-04-29,1200.0,39.2,161.6,50.0
1664,2022-04-30,1500.0,49.0,202.0,62.5
1665,2022-05-01,600.0,19.6,80.8,25.0
1666,2022-05-01,600.0,19.6,80.8,25.0
1667,2022-05-01,729.0,27.0,94.0,27.7
1668,2022-05-01,300.0,9.8,40.4,12.5
1669,2022-05-02,849.0,34.8,108.6,3.2
1670,2022-05-02,900.0,29.4,121.2,37.5
1671,2022-05-03,1584.0,49.0,221.6,62.5
1672,2022-05-03,300.0,9.8,40.4,12.5
1673,2022-05-04,942.0,29.4,131.0,37.5
1674,2022-05-05,852.0,19.6,139.6,25.0
1675,2022-05-05,600.0,19.6,80.8,25.0
1676,2022-05-05,600.0,19.6,80.8,25.0
1677,2022-05-06,833.4,42.8,80.7,46.9
1678,2022-05-06,1500.0,49.0,202.0,62.5
1679,2022-05-07,1326.0,39.2,191.0,50.0
1680,2022-05-08,469.5,16.5,73.4,16.4
1681,2022-05-08,336.0,0.0,78.4,0.0
1682,2022-05-08,1200.0,39.2,161.6,50.0
1683,2022-05-09,1842.0,58.8,252.2,75.0
1684,2022-05-10,900.0,29.4,121.2,37.5
1685,2022-05-10,900.0,29.4,121.2,37.5
1686,2022-05-12,2100.0,68.6,282.8,87.5
1687,2022-05-13,900.0,29.4,121.2,37.5
1688,2022-05-13,600.0,19.6,80.8,25.0
1689,2022-05-14,1442.0,39.2,213.2,50.0
1690,2022-05-15,2400.0,78.4,323.2,100.0
1691,2022-05-16,1200.0,39.2,161.6,50.0
1692,2022-05-17,3000.0,98.0,404.0,125.0
1693,2022-05-19,2700.0,88.2,363.6,112.5
1694,2022-05-20,2100.0,68.6,282.8,87.5
1695,2022-05-21,2100.0,68.6,282.8,87.5
1696,2022-05-22,1800.0,58.8,242.4,75.0
1697,2022-05-23,2100.0,68.6,282.8,87.5
1698,2022-05-24,2400.0,78.4,323.2,100.0
1699,2022-05-25,1800.0,58.8,242.4,75.0
1700,2022-05-26,1200.0,39.2,161.6,50.0
1701,2022-05-27,2400.0,78.4,323.2,100.0
1702,2022-05-28,1500.0,49.0,202.0,62.5
1703,2022-05-29,1800.0,58.8,242.4,75.0
1704,2022-05-30,2100.0,68.6,282.8,87.5
1705,2022-05-31,2400.0,78.4,323.2,100.0
1706,2022-06-01,1582.0,54.3,209.8,63.4
1707,2022-06-02,1582.0,54.3,209.8,63.4
1708,2022-06-03,1282.0,44.5,169.4,50.9
1709,2022-06-03,900.0,29.4,121.2,37.5
1710,2022-06-04,1800.0,58.8,242.4,75.0
1711,2022-06-05,1500.0,49.0,202.0,62.5
1712,2022-06-06,2100.0,68.6,282.8,87.5
1713,2022-06-07,1650.0,56.4,222.2,65.7
1714,2022-06-07,421.0,9.8,66.2,12.5
1715,2022-06-07,300.0,9.8,40.4,12.5
1716,2022-06-08,2100.0,68.6,282.8,87.5
1717,2022-06-09,2400.0,78.4,323.2,100.0
1718,2022-06-10,2400.0,78.4,323.2,100.0
1719,2022-06-11,2100.0,68.6,282.8,87.5
1720,2022-06-12,1200.0,39.2,161.6,50.0
1721,2022-06-12,1200.0,39.2,161.6,50.0
1722,2022-06-13,1200.0,39.2,161.6,50.0
1723,2022-06-13,1021.0,29.4,147.0,37.5
1724,2022-06-14,2400.0,78.4,323.2,100.0
1725,2022-06-15,2400.0,78.4,323.2,100.0
1726,2022-06-16,2700.0,88.2,363.6,112.5
1727,2022-06-17,2700.0,88.2,363.6,112.5
1728,2022-06-18,2700.0,88.2,363.6,112.5
1729,2022-06-19,2700.0,88.2,363.6,112.5
1730,2022-06-20,2700.0,88.2,363.6,112.5
1731,2022-06-21,2700.0,88.2,363.6,112.5
1732,2022-06-22,2700.0,88.2,363.6,112.5
1733,2022-06-23,2700.0,88.2,363.6,112.5
1734,2022-06-24,2700.0,88.2,363.6,112.5
1735,2022-06-25,2700.0,88.2,363.6,112.5
1736,2022-06-26,2700.0,88.2,363.6,112.5
1737,2022-06-26,600.0,19.6,80.8,25.0
1738,2022-06-27,2400.0,78.4,323.2,100.0
1739,2022-06-28,1800.0,58.8,242.4,75.0
1740,2022-06-29,2700.0,88.2,363.6,112.5
1741,2022-06-30,2700.0,88.2,363.6,112.5
1742,2022-07-01,2700.0,88.2,363.6,112.5
1743,2022-07-02,2700.0,88.2,363.6,112.5
1744,2022-07-03,1500.0,49.0,202.0,62.5
1745,2022-07-04,2400.0,78.4,323.2,100.0
1746,2022-07-05,1800.0,58.8,242.4,75.0
1747,2022-07-06,1800.0,58.8,242.4,75.0
1748,2022-07-08,2771.4,93.0,369.8,119.1
1749,2022-07-09,2484.0,84.0,330.5,107.7
1750,2022-07-10,2700.0,88.2,363.6,112.5
1751,2022-07-11,2100.0,68.6,282.8,87.5
1752,2022-07-12,2400.0,78.4,323.2,100.0
1753,2022-07-13,2287.0,78.1,302.3,92.9
1754,2022-07-14,2287.0,78.1,302.3,92.9
1755,2022-07-15,2400.0,78.4,323.2,100.0
1756,2022-07-16,900.0,29.4,121.2,37.5
1757,2022-07-17,1800.0,58.8,242.4,75.0
1758,2022-07-18,2587.0,87.9,342.7,105.4
1759,2022-07-19,1500.0,49.0,202.0,62.5
1760,2022-07-20,300.0,9.8,40.4,12.5
1761,2022-07-21,2100.0,68.6,282.8,87.5
1762,2022-07-22,2400.0,78.4,323.2,100.0
1763,2022-07-23,1500.0,49.0,202.0,62.5
1764,2022-07-24,2100.0,68.6,282.8,87.5
1765,2022-07-25,2400.0,78.4,323.2,100.0
1766,2022-07-26,1500.0,49.0,202.0,62.5
1767,2022-08-10,574.8,26.3,59.2,25.9
1768,2022-08-14,574.8,26.3,59.2,25.9
1769,2023-04-10,732.4,57.4,11.9,38.9
1770,2023-04-10,1009.4,39.3,125.9,40.3
1771,2023-04-10,488.0,36.6,4.1,28.5
1772,2023-04-26,573.8,41.8,10.4,37.7
1773,2023-04-26,1259.2,47.6,161.6,49.2
1774,2023-04-27,657.8,47.4,17.7,45.4
1775,2023-04-27,828.1,70.8,3.2,47.4
1776,2023-04-27,514.1,42.1,4.0,29.2
1777,2023-04-28,1070.1,68.7,4.0,49.7
1778,2023-04-28,189.0,3.6,0.9,37.8
1779,2023-04-28,598.9,43.3,16.8,39.9
1780,2023-04-29,492.3,31.8,1.9,49.9
1781,2023-04-29,750.0,59.0,12.0,45.0
1782,2023-04-29,1210.4,103.3,15.4,63.7
1783,2023-04-30,856.8,70.1,6.6,48.7
1784,2023-04-30,956.5,81.8,0.1,12.5
1785,2023-05-01,547.8,41.3,0.2,43.8
1786,2023-05-01,856.8,70.1,6.6,48.7
1787,2023-05-01,234.8,17.7,0.1,18.8
1788,2023-05-02,750.0,59.0,12.0,45.0
1789,2023-05-02,480.0,36.0,4.0,28.0
1790,2023-05-02,834.8,64.2,18.2,46.8
1791,2023-05-03,1114.6,107.0,8.9,34.0
1792,2023-05-03,460.0,35.4,0.0,35.2
1793,2023-05-03,333.0,19.7,3.7,32.1
1794,2023-05-03,469.5,35.4,0.2,37.5
1795,2023-05-04,469.5,35.4,0.2,37.5
1796,2023-05-04,969.8,93.4,8.0,33.1
1797,2023-05-04,639.0,45.6,0.0,57.0
1798,2023-05-05,600.0,45.0,5.0,35.0
1799,2023-05-05,812.6,61.8,19.3,46.4
1800,2023-05-06,782.5,59.0,0.3,62.5
1801,2023-05-06,787.5,60.3,12.9,44.2
1802,2023-05-06,396.0,26.2,0.0,40.0
1803,2023-05-07,189.0,3.6,0.9,37.8
1804,2023-05-07,990.0,78.6,13.0,61.0
1805,2023-05-07,527.4,45.1,2.0,30.2
1806,2023-05-08,445.0,38.0,1.7,25.5
1807,2023-05-08,643.9,36.8,4.8,78.8
1808,2023-05-09,840.0,66.8,10.6,52.0
1809,2023-05-09,300.0,9.8,40.4,12.5
1810,2023-05-09,990.1,81.2,12.1,55.2
1811,2023-05-10,582.0,47.6,0.0,37.0
1812,2023-05-10,492.6,37.4,6.1,34.7
1813,2023-05-10,1253.3,106.7,40.0,53.3
1814,2023-05-11,1327.9,93.7,0.1,12.5
1815,2023-05-11,1235.8,114.7,6.7,46.8
1816,2023-05-12,913.0,70.8,9.7,61.0
1817,2023-05-12,1558.3,154.2,7.2,37.3
1818,2023-05-13,630.0,49.5,0.0,46.0
1819,2023-05-13,1161.0,98.1,28.3,47.3
1820,2023-05-14,804.4,63.9,12.6,49.7
1821,2023-05-14,1086.8,91.3,10.0,57.6
1822,2023-05-14,469.5,35.4,0.2,37.5
1823,2023-05-15,922.0,77.2,9.4,48.2
1824,2023-05-15,1582.6,150.9,11.0,50.4
1825,2023-05-15,320.7,26.0,8.1,15.1
1826,2023-05-16,862.0,70.6,8.8,50.6
1827,2023-05-16,188.2,18.5,2.1,3.2
1828,2023-05-16,961.0,104.1,3.8,2.6
1829,2023-05-16,987.0,83.7,17.0,45.9
1830,2023-05-17,1081.8,57.0,126.3,21.7
1831,2023-05-17,782.5,59.0,0.3,62.5
1832,2023-05-17,869.0,74.4,10.4,41.1
1833,2023-05-18,792.0,64.6,8.5,46.6
1834,2023-05-18,1538.6,153.9,6.9,33.2
1835,2023-05-19,600.0,47.2,9.6,36.0
1836,2023-05-19,232.0,5.0,7.0,38.6
1837,2023-05-19,1152.7,117.5,4.9,19.8
1838,2023-05-20,246.4,14.2,25.6,2.5
1839,2023-05-20,1081.8,57.0,126.3,21.7
1840,2023-05-20,412.0,35.2,1.6,23.6
1841,2023-05-21,525.0,15.8,87.1,7.6
1842,2023-05-21,630.0,50.1,8.0,39.0
1843,2023-05-21,510.1,41.9,7.2,26.1
1844,2023-05-21,782.5,59.0,0.3,62.5
1845,2023-05-22,547.8,41.3,0.2,43.8
1846,2023-05-22,930.8,75.2,1.2,63.2
1847,2023-05-22,1461.4,157.3,8.5,5.8
1848,2023-05-23,665.2,54.7,7.8,34.5
1849,2023-05-23,1354.3,146.5,4.6,4.4
1850,2023-05-24,717.0,56.4,2.0,49.8
1851,2023-05-25,1054.6,85.7,1.6,70.5
1852,2023-05-25,78.3,5.9,0.0,6.3
1853,2023-05-25,993.3,97.8,11.3,16.9
1854,2023-05-26,391.3,29.5,0.1,31.3
1855,2023-05-26,583.0,49.2,0.0,34.9
1856,2023-05-26,391.3,29.5,0.1,31.3
1857,2023-05-26,1249.8,120.2,24.5,27.6
1858,2023-05-27,841.3,64.9,7.3,58.3
1859,2023-05-27,391.3,29.5,0.1,31.3
1860,2023-05-27,1161.0,98.1,28.3,47.3
1861,2023-05-28,640.8,51.5,7.2,38.4
1862,2023-05-28,782.5,59.0,0.3,62.5
1863,2023-05-28,1200.2,129.8,4.1,3.9
1864,2023-05-29,800.0,50.4,0.0,0.0
1865,2023-05-29,469.5,35.4,0.2,37.5
1866,2023-05-29,1474.0,121.7,28.4,72.3
1867,2023-05-30,217.8,8.4,0.0,38.5
1868,2023-05-30,2150.8,173.9,31.7,121.4
1869,2023-05-31,600.0,47.2,9.6,36.0
1870,2023-05-31,304.9,26.0,1.2,17.5
1871,2023-05-31,1592.7,156.5,7.5,40.7
1872,2023-06-01,450.0,35.4,7.2,27.0
1873,2023-06-01,569.4,49.7,6.8,24.7
1874,2023-06-01,626.0,47.2,0.2,50.0
1875,2023-06-01,703.1,59.4,17.1,28.7
1876,2023-06-02,291.0,23.8,0.0,18.5
1877,2023-06-02,1260.0,99.0,0.0,92.0
1878,2023-06-03,575.0,44.3,0.0,44.0
1879,2023-06-03,531.5,45.4,2.1,30.4
1880,2023-06-03,1212.0,110.4,14.2,41.7
1881,2023-06-04,450.0,35.4,7.2,27.0
1882,2023-06-04,596.0,30.6,75.2,5.4
1883,2023-06-04,1226.1,108.6,14.5,49.5
1884,2023-06-05,800.0,50.4,0.0,0.0
1885,2023-06-05,1046.2,31.5,173.5,15.1
1886,2023-06-06,783.0,64.2,0.0,51.0
1887,2023-06-06,1251.3,110.8,14.8,50.7
1888,2023-06-07,450.0,35.4,7.2,27.0
1889,2023-06-07,1260.0,99.0,0.0,92.0
1890,2023-06-07,494.4,42.2,1.9,28.3
1891,2023-06-08,450.0,35.4,7.2,27.0
1892,2023-06-08,800.0,50.4,0.0,0.0
1893,2023-06-08,1128.8,95.4,27.5,46.0
1894,2023-06-09,600.0,47.2,9.6,36.0
1895,2023-06-09,1600.3,157.0,10.9,41.2
1896,2023-06-10,1260.0,99.0,0.0,92.0
1897,2023-06-11,600.0,47.2,9.6,36.0
1898,2023-06-11,1402.3,140.9,6.2,28.7
1899,2023-06-11,646.8,55.3,2.5,37.1
1900,2023-06-12,1170.2,99.4,16.6,57.2
1901,2023-06-12,1260.0,99.0,0.0,92.0
1902,2023-06-13,1081.8,57.0,126.3,21.7
1903,2023-06-13,232.0,5.0,7.0,38.6
1904,2023-06-14,179.8,13.9,8.7,5.2
1905,2023-06-14,600.0,47.2,9.6,36.0
1906,2023-06-15,558.7,55.0,6.3,9.5
1907,2023-06-15,918.0,74.0,9.6,55.0
1908,2023-06-15,576.8,49.3,2.2,33.0
1909,2023-06-16,1081.8,57.0,126.3,21.7
1910,2023-06-16,980.0,80.2,7.2,58.8
1911,2023-06-17,1347.0,112.2,18.1,68.7
1912,2023-06-17,727.2,62.0,8.7,35.0
1913,2023-06-18,775.0,60.0,37.5,22.5
1914,2023-06-18,800.0,50.4,0.0,0.0
1915,2023-06-19,652.2,55.6,5.1,35.3
1916,2023-06-19,486.1,40.8,5.8,24.8
1917,2023-06-19,600.0,47.2,9.6,36.0
1918,2023-06-20,300.0,23.6,4.8,18.0
1919,2023-06-20,1260.0,99.0,0.0,92.0
1920,2023-06-20,746.9,61.4,9.1,41.4
1921,2023-06-21,492.0,23.2,42.8,5.6
1922,2023-06-21,600.0,47.2,9.6,36.0
1923,2023-06-21,607.0,49.2,7.4,35.2
1924,2023-06-22,760.7,61.8,9.3,43.8
1925,2023-06-22,925.0,75.0,23.5,43.5
1926,2023-06-23,1081.8,57.0,126.3,21.7
1927,2023-06-23,486.2,41.5,1.9,27.8
1928,2023-06-23,209.0,9.3,29.2,2.4
1929,2023-06-24,800.0,50.4,0.0,0.0
1930,2023-06-24,665.6,52.5,8.2,42.2
1931,2023-06-24,391.3,29.5,0.1,31.3
1932,2023-06-25,391.3,29.5,0.1,31.3
1933,2023-06-25,1260.0,99.0,0.0,92.0
1934,2023-06-25,582.0,57.3,6.6,9.9
1935,2023-06-26,600.0,47.2,9.6,36.0
1936,2023-06-26,477.9,40.8,1.9,27.4
1937,2023-06-26,964.5,81.4,21.2,41.5
1938,2023-06-27,600.0,47.2,9.6,36.0
1939,2023-06-27,1260.0,99.0,0.0,92.0
1940,2023-06-27,582.0,57.3,6.6,9.9
1941,2023-06-28,780.1,63.7,9.5,44.1
1942,2023-06-28,783.0,64.2,0.0,51.0
1943,2023-06-28,1120.9,95.1,16.0,55.1
1944,2023-06-29,1260.0,99.0,0.0,92.0
1945,2023-06-29,1144.5,96.7,25.1,49.3
1946,2023-06-30,585.0,50.0,2.3,33.5
1947,2023-06-30,668.7,56.5,14.7,28.8
1948,2023-06-30,1080.0,84.9,7.2,73.0
1949,2023-07-01,800.0,50.4,0.0,0.0
1950,2023-07-01,743.1,60.8,9.0,42.0
1951,2023-07-02,1260.0,99.0,0.0,92.0
1952,2023-07-02,412.0,35.2,1.6,23.6
1953,2023-07-03,140.0,8.3,14.4,1.3
1954,2023-07-04,600.0,47.2,9.6,36.0
1955,2023-07-04,743.1,60.8,9.0,42.0
1956,2023-07-04,1122.3,94.9,27.3,45.7
1957,2023-07-05,531.5,45.4,2.1,30.4
1958,2023-07-05,1223.6,77.2,105.8,28.0
1959,2023-07-06,2341.8,156.0,126.3,113.7
1960,2023-07-07,830.0,70.0,5.0,51.0
1961,2023-07-07,1225.5,103.5,29.8,50.0
1962,2023-07-08,600.0,47.2,9.6,36.0
1963,2023-07-08,830.0,70.0,5.0,51.0
1964,2023-07-09,1260.0,99.0,0.0,92.0
1965,2023-07-09,828.4,69.2,10.0,43.5
1966,2023-07-10,1130.0,92.0,9.6,67.8
1967,2023-07-10,1580.3,133.5,38.5,64.4
1968,2023-07-11,1080.0,84.9,7.2,73.0
1969,2023-07-11,739.3,60.0,9.0,42.7
1970,2023-07-12,1081.8,57.0,126.3,21.7
1971,2023-07-13,1084.1,68.9,20.0,97.1
1972,2023-07-13,1374.0,128.6,31.5,39.1
1973,2023-07-14,412.0,35.2,1.6,23.6
1974,2023-07-14,600.0,47.2,9.6,36.0
1975,2023-07-14,1419.0,119.9,34.5,57.9
1976,2023-07-15,461.4,39.4,1.8,26.4
1977,2023-07-15,779.0,63.2,16.4,45.1
1978,2023-07-15,28.8,0.4,6.6,1.0
1979,2023-07-15,1245.0,101.7,25.3,62.3
1980,2023-07-16,1102.9,92.4,2.3,67.3
1981,2023-07-16,28.8,0.4,6.6,1.0
1982,2023-07-16,814.5,66.4,17.4,46.3
1983,2023-07-16,522.5,44.1,12.7,21.3
1984,2023-07-17,424.4,36.3,1.6,24.3
1985,2023-07-17,600.0,47.2,9.6,36.0
1986,2023-07-17,821.7,66.3,18.8,48.4
1987,2023-07-18,498.5,42.6,1.9,28.6
1988,2023-07-18,831.7,67.1,19.1,48.9
1989,2023-07-19,508.3,41.6,0.0,32.3
1990,2023-07-19,630.0,49.5,0.0,46.0
1991,2023-07-19,838.9,66.6,20.6,51.8
1992,2023-07-20,535.6,45.8,2.1,30.7
1993,2023-07-20,930.0,73.1,4.8,64.0
1994,2023-07-20,873.6,67.9,25.4,52.5
1995,2023-07-21,589.2,50.3,2.3,33.7
1996,2023-07-21,872.9,69.8,20.1,53.0
1997,2023-07-21,958.8,73.5,11.4,65.0
1998,2023-07-22,624.0,48.0,0.0,48.8
1999,2023-07-22,718.8,37.0,66.6,35.8
2000,2023-07-22,838.5,70.8,20.4,34.2
2001,2023-07-23,426.8,34.9,0.0,27.2
2002,2023-07-23,799.6,63.8,0.0,56.2
2003,2023-07-23,796.3,62.7,18.3,50.7
2004,2023-07-24,504.4,41.3,0.0,32.1
2005,2023-07-24,1081.8,57.0,126.3,21.7
2006,2023-07-24,838.5,70.8,20.4,34.2
2007,2023-07-25,600.0,47.2,9.6,36.0
2008,2023-07-25,813.4,64.5,18.1,50.7
2009,2023-07-26,543.2,44.4,0.0,34.6
2010,2023-07-26,1260.0,99.0,0.0,92.0
2011,2023-07-27,652.0,36.4,54.4,31.4
2012,2023-07-27,861.8,71.0,16.7,47.3
2013,2023-07-27,600.0,47.2,9.6,36.0
2014,2023-07-28,576.8,49.3,2.2,33.0
2015,2023-07-28,600.0,47.2,9.6,36.0
2016,2023-07-28,837.4,66.6,19.1,51.7
2017,2023-07-28,645.0,54.5,15.7,26.3
2018,2023-07-29,449.1,38.4,1.7,25.7
2019,2023-07-29,675.0,54.3,0.0,46.5
2020,2023-07-29,895.2,72.5,19.4,52.4
2021,2023-07-30,494.4,42.2,1.9,28.3
2022,2023-07-30,481.0,21.0,72.0,5.7
2023,2023-07-30,1290.0,109.0,31.4,52.6
2024,2023-07-31,600.0,47.2,9.6,36.0
2025,2023-07-31,410.5,2.9,80.2,21.1
2026,2023-07-31,936.6,74.6,24.3,57.6
2027,2023-08-01,572.7,48.9,2.2,32.8
2028,2023-08-01,450.0,35.4,7.2,27.0
2029,2023-08-01,187.0,3.8,35.1,4.9
2030,2023-08-01,1251.3,105.7,30.5,51.0
2031,2023-08-02,852.1,66.7,20.3,55.1
2032,2023-08-02,374.0,7.6,70.2,9.8
2033,2023-08-03,450.0,35.4,7.2,27.0
2034,2023-08-03,830.2,68.0,19.8,46.5
2035,2023-08-03,473.8,40.5,1.8,27.1
2036,2023-08-03,2218.8,187.5,54.0,90.5
2037,2023-08-04,515.0,39.7,30.1,11.5
2038,2023-08-05,473.8,40.5,1.8,27.1
2039,2023-08-05,1240.0,68.0,68.0,87.0
2040,2023-08-06,473.8,40.5,1.8,27.1
2041,2023-08-07,630.4,53.9,2.4,36.1
2042,2023-08-07,450.0,35.4,7.2,27.0
2043,2023-08-07,885.3,72.1,21.1,50.4
2044,2023-08-08,630.4,53.9,2.4,36.1
2045,2023-08-08,619.6,49.7,7.2,37.2
2046,2023-08-08,1081.8,57.0,126.3,21.7
2047,2023-08-09,575.0,44.3,0.0,44.0
2048,2023-08-09,1260.0,99.0,0.0,92.0
2049,2023-08-09,664.3,56.1,16.2,27.1
2050,2023-08-10,618.0,52.8,2.4,35.4
2051,2023-08-10,627.7,49.0,16.8,40.9
2052,2023-08-11,548.0,46.8,2.1,31.4
2053,2023-08-11,625.7,52.9,15.2,25.5
2054,2023-08-12,903.0,76.3,22.0,36.8
2055,2023-08-13,246.4,14.2,25.6,2.5
2056,2023-08-13,1178.5,49.1,110.1,77.8
2057,2023-08-13,600.0,47.2,9.6,36.0
2058,2023-08-13,645.0,54.5,15.7,26.3
2059,2023-08-15,453.0,37.4,7.6,21.5
2060,2023-08-15,441.8,30.6,1.0,40.6
2061,2023-08-16,1051.3,88.8,25.6,42.9
2062,2023-08-16,1000.4,80.1,24.8,60.5
2063,2023-08-17,450.0,35.4,7.2,27.0
2064,2023-08-17,403.3,32.9,9.6,22.9
2065,2023-08-17,1290.0,109.0,31.4,52.6
2066,2023-08-19,548.0,46.8,2.1,31.4
2067,2023-08-19,588.0,36.4,13.0,65.5
2068,2023-08-19,861.9,70.2,20.8,49.2
2069,2023-08-20,424.4,36.3,1.6,24.3
2070,2023-08-20,682.5,55.9,16.1,38.4
2071,2023-08-20,1161.0,98.1,28.3,47.3
2072,2023-08-22,630.0,49.5,0.0,46.0
2073,2023-08-22,851.7,68.9,20.1,49.9
2074,2023-08-22,206.0,17.6,0.8,11.8
2075,2023-08-23,600.0,47.2,9.6,36.0
2076,2023-08-23,851.7,68.9,20.1,49.9
2077,2023-08-24,959.5,32.1,118.9,49.5
2078,2023-08-24,630.0,49.5,0.0,46.0
2079,2023-08-24,530.7,20.4,57.7,29.4
2080,2023-08-26,399.5,11.4,53.4,24.1
2081,2023-08-26,854.7,71.0,19.3,45.5
2082,2023-08-27,600.0,47.2,9.6,36.0
2083,2023-08-27,906.3,62.4,72.4,22.9
2084,2023-08-30,600.0,47.2,9.6,36.0
2085,2023-08-30,839.3,68.8,19.3,46.7
2086,2023-09-01,1435.0,70.0,115.4,87.6
2087,2023-09-02,639.0,45.6,0.0,57.0
2088,2023-09-02,1161.0,98.1,28.3,47.3
2089,2023-09-03,1333.8,113.2,20.7,63.8
2090,2023-09-04,961.1,78.6,22.0,53.9
2091,2023-09-04,450.0,35.4,7.2,27.0
2092,2023-09-05,748.0,38.0,78.0,21.6
2093,2023-09-05,955.2,77.7,23.8,54.9
2094,2023-09-06,1205.6,62.9,101.0,58.9
2095,2023-09-07,630.0,49.5,0.0,46.0
2096,2023-09-07,1618.9,136.8,39.4,66.0
2097,2023-09-08,861.8,45.4,80.6,37.1
2098,2023-09-09,1043.0,55.0,97.3,48.0
2099,2023-09-09,450.0,35.4,7.2,27.0
2100,2023-09-10,974.0,62.4,68.9,41.0
2101,2023-09-10,583.9,27.0,69.2,21.6
2102,2023-09-10,536.2,16.2,88.9,7.7
2103,2023-09-11,450.0,35.4,7.2,27.0
2104,2023-09-11,954.6,52.9,91.1,34.3
2105,2023-09-11,551.3,16.6,91.4,7.9
2106,2023-09-12,787.5,66.4,9.5,39.8
2107,2023-09-12,575.0,44.3,0.0,44.0
2108,2023-09-12,517.5,15.6,85.8,7.5
2109,2023-09-13,1147.9,94.9,26.4,62.3
2110,2023-09-13,1412.6,119.4,34.4,57.6
2111,2023-09-14,1546.9,82.1,164.8,47.1
2112,2023-09-15,600.0,47.2,9.6,36.0
2113,2023-09-15,543.8,46.5,2.1,31.2
2114,2023-09-15,967.5,81.8,23.5,39.5
2115,2023-09-16,790.7,67.4,8.3,41.0
2116,2023-09-16,1260.0,99.0,0.0,92.0
2117,2023-09-17,630.0,49.5,0.0,46.0
2118,2023-09-17,816.2,67.1,19.2,45.2
2119,2023-09-18,1067.0,23.0,57.0,0.0
2120,2023-09-18,1360.9,115.0,33.1,55.5
2121,2023-09-19,1021.0,90.9,24.1,42.8
2122,2023-09-19,1194.2,101.3,20.4,55.7
2123,2023-09-20,1084.1,68.9,20.0,97.1
2124,2023-09-20,694.8,62.2,15.6,28.4
2125,2023-09-21,659.2,56.3,2.6,37.8
2126,2023-09-21,1081.8,57.0,126.3,21.7
2127,2023-09-22,600.0,47.2,9.6,36.0
2128,2023-09-22,810.5,66.2,19.2,45.8
2129,2023-09-23,578.1,47.3,0.0,36.8
2130,2023-09-23,936.0,72.2,6.9,66.3
2131,2023-09-24,630.0,49.5,0.0,46.0
2132,2023-09-24,655.1,56.0,2.5,37.5
2133,2023-09-24,546.9,38.8,33.1,18.7
2134,2023-09-25,630.0,49.5,0.0,46.0
2135,2023-09-25,299.1,18.1,22.8,12.0
2136,2023-09-25,612.7,51.8,14.9,25.0
2137,2023-09-25,516.6,15.8,89.2,7.3
2138,2023-09-26,730.8,36.8,69.0,36.2
2139,2023-09-26,665.2,48.2,25.0,44.3
2140,2023-09-26,903.0,76.3,22.0,36.8
2141,2023-09-28,665.2,48.2,25.0,44.3
2142,2023-09-28,476.0,14.6,82.2,6.7
2143,2023-09-28,619.2,52.3,15.1,25.2
2144,2023-09-29,835.7,68.7,19.5,46.3
2145,2023-09-29,420.7,12.9,72.6,5.9
2146,2023-09-29,354.3,30.3,1.4,20.3
2147,2023-09-30,838.0,68.8,19.9,46.6
2148,2023-09-30,881.9,27.0,152.2,12.4
2149,2023-09-30,630.0,49.5,0.0,46.0
2150,2023-10-01,1025.6,86.7,25.0,41.8
2151,2023-10-01,630.0,49.5,0.0,46.0
2152,2023-10-02,748.0,38.0,78.0,21.6
2153,2023-10-02,450.0,35.4,7.2,27.0
2154,2023-10-02,793.4,67.0,19.3,32.3
2155,2023-10-03,748.0,38.0,78.0,21.6
2156,2023-10-03,850.0,69.3,20.3,48.6
2157,2023-10-03,530.5,10.9,78.2,31.9
2158,2023-10-04,858.4,69.8,21.1,49.3
2159,2023-10-04,450.0,35.4,7.2,27.0
2160,2023-10-05,856.5,69.2,21.1,50.1
2161,2023-10-05,1049.3,39.1,127.1,50.9
2162,2023-10-06,1514.2,88.2,125.5,61.3
2163,2023-10-06,2486.0,112.6,311.0,57.8
2164,2023-10-07,630.0,49.5,0.0,46.0
2165,2023-10-07,980.0,83.0,19.6,43.4
2166,2023-10-08,515.0,44.0,2.0,29.5
2167,2023-10-08,630.0,49.5,0.0,46.0
2168,2023-10-09,630.0,49.5,0.0,46.0
2169,2023-10-09,827.9,67.9,19.4,46.1
2170,2023-10-10,827.9,67.9,19.4,46.1
2171,2023-10-10,903.0,76.3,22.0,36.8
2172,2023-10-10,412.0,35.2,1.6,23.6
